step,wealth
121,14704.625988815424
122,14730.53123916998
123,14876.905651349009
124,15296.86055768466
125,15632.560431131957
126,16256.815395050073
127,16470.591878521882
128,16649.809447128984
129,17213.92960846799
130,17139.417586247328
131,17842.936680606068
132,17881.406216763837
133,17957.552980105695
134,17785.555007954175
135,17943.060935695114
136,17824.45436573794
137,17997.702346535592
138,17843.625738852912
139,17658.791691566403
140,17460.451567052503
141,17746.90064879189
142,17802.608407173222
143,18737.444518025404
144,19598.17182494679
145,21375.633760424746
146,20924.128768852846
147,21344.608882679913
148,21203.7227818917
149,21589.041171817218
150,23285.229115015925
151,21688.25867006454
152,22458.185350730662
153,22734.603841352822
154,23196.82817063557
155,23264.24503422143
156,23440.490898647207
157,24471.691973186666
158,24252.674342176495
159,24790.280926353404
160,24211.366846478282
161,23525.969119626854
162,22097.52579140952
163,23114.282467100165
164,22827.9310041427
165,20839.14494828052
166,22766.992022585862
167,21940.12505620675
168,21358.74582286316
169,21453.456667372655
170,22490.239866140822
171,23383.665717492553
172,23393.3647617752
173,23214.699235734126
174,23641.78446771399
175,23355.28958784378
176,23272.430694584487
177,23829.871938531374
178,23278.52013588831
179,21812.18510013613
180,21989.381687757326
181,22816.157430954045
182,22591.517977323387
183,22941.291072232092
184,23096.086409725944
185,23839.452291356392
186,22995.207620681198
187,23472.112158661155
188,23296.12336489624
189,22323.53420519214
190,21173.379966052486
191,21800.080284631033
192,21019.39762053427
193,21146.815531083394
194,20289.532397981493
195,21016.733628890965
196,21125.918562899067
197,21503.351517428557
198,21480.90927632939
199,22104.046863226355
200,21961.245912250146
201,21245.170910754594
202,21312.757806901493
203,21071.306954368534
204,20959.904683267592
205,20858.557333910587
206,21097.744325414555
207,20011.323793523057
208,19209.07135389406
209,19493.64207744579
210,20697.514956625546
211,21024.56351845267
212,21070.47088536306
213,20782.493074029393
214,20508.5397051925
215,20127.696404685317
216,20731.0705712998
217,19975.289237472076
218,19975.595995327345
219,20189.561878202385
220,20661.422107304043
221,20213.605657110882
222,21705.45662584047
223,21363.47143332938
224,21951.454730587608
225,21915.062361976456
226,21697.11357016786
227,23326.76400056219
228,22894.54572187068
229,22561.06675639093
230,22168.35536877295
231,22362.182048903684
232,22602.321882679647
233,22356.961856317
234,22641.131115343323
235,22279.914531129754
236,22044.40404637002
237,22299.612330392712
238,22012.828327225896
239,22083.010905550986
240,22097.573546220876
241,22438.431682179536
242,23006.12905797129
243,23173.434639597726
244,23067.024770506927
245,22601.196422115652
246,22589.194742952775
247,22700.461416200676
248,22656.18582229733
249,21934.192654489027
250,22228.37918279525
251,21739.39584277163
252,21495.32037587372
253,21553.82391025594
254,21699.230168854872
255,21650.739554540767
256,21206.7744281338
257,21147.947100629826
258,21105.04776503294
259,20865.23819697113
260,20916.082230081116
261,20564.24357932501
262,19596.841225998385
263,20087.17337074293
264,19761.696918052232
265,20017.89838360947
266,19596.044956265774
267,19779.462370640547
268,20352.854599789927
269,20409.176291639484
270,20140.179754951783
271,19528.659398532513
272,18462.803741207208
273,18360.342420802735
274,18884.57399781017
275,18072.363253210562
276,18347.253545150495
277,18764.432737816634
278,18677.95359635759
279,18548.90302058966
280,18727.41737682958
281,19153.522365129786
282,19650.132025021972
283,20927.36349722763
284,21000.465493932643
285,20682.450353293847
286,20635.713927359717
287,21499.925660185876
288,21645.58650302675
289,21962.59424247049
290,21778.377126055067
291,21237.587277217113
292,21057.870639268607
293,21187.95802900027
294,21864.70124303635
295,21832.892499803565
296,21974.905108856736
297,21507.669277987236
298,21307.53296874074
299,20792.243298263023
300,21028.43998243466
301,19720.113240490922
302,19482.693197593602
303,18641.86140942011
304,17269.22413444089
305,17910.576612246656
306,17585.823011065066
307,19601.437194142516
308,19336.001714553833
309,19356.85705091021
310,18636.51975049863
311,18836.98533214903
312,19231.140571594045
313,18627.70004663308
314,18250.5848280022
315,18668.73182659758
316,18853.213259407818
317,18535.155066043088
318,18852.359473801764
319,18699.428669892543
320,19372.37413054516
321,19119.523692897983
322,20260.322152578974
323,20287.058297974563
324,20335.8532613133
325,19871.331287552264
326,18774.575332826164
327,18623.623719829826
328,18737.03519558953
329,18652.066701611515
330,18604.815326851156
331,18078.63819548502
332,18633.593290512337
333,18095.875448469134
334,18265.38944783046
335,17685.669181143465
336,16975.07915677858
