step,wealth
121,12803.81147314424
122,12826.368044250274
123,12953.821158627892
124,12772.513704275163
125,12633.86860154767
126,12468.530788741537
127,12632.491478538675
128,12769.946430062666
129,13202.611095883187
130,13145.462421889348
131,13685.042239665368
132,13714.547317034814
133,13772.94979255779
134,13641.032073173137
135,13761.834792631043
136,13670.866811921345
137,13606.04007749675
138,13665.883925908262
139,13738.27417979621
140,13817.046427989902
141,13705.336717789829
142,13685.441649839433
143,13579.943904612206
144,14203.755147063965
145,15491.968881501098
146,15164.741096927786
147,15469.48363283141
148,15367.376574219285
149,15646.635686398122
150,16875.946177386322
151,15718.543467593066
152,16276.547048286899
153,16476.881068928582
154,16311.325014190872
155,16289.54497650951
156,16229.76176954129
157,15874.682629025658
158,15947.591798978405
159,15772.717330981368
160,15958.742464878806
161,16197.656334971323
162,16485.324956018794
163,16565.38341550295
164,16585.966656368357
165,17310.412544038896
166,16511.75253584195
167,16504.444256750678
168,16067.102121089638
169,16138.348289911022
170,16918.26775101565
171,17590.346744339495
172,17591.100409625258
173,17456.749355797267
174,17777.904489987366
175,17562.46903425184
176,17500.161660943304
177,17292.63508501306
178,17494.723365255504
179,18047.789821225746
180,17976.609444225367
181,18652.509514743557
182,18468.863799687784
183,18754.80791628714
184,18881.35514555568
185,19489.066554543268
186,19629.752887084152
187,20036.860245525924
188,19886.628223728723
189,19056.381975006974
190,18074.558115498163
191,18609.537950900463
192,17943.111796710513
193,18051.881508153274
194,17742.26507977528
195,18378.169187965486
196,18473.64640271304
197,18803.6942026205
198,18784.069492560386
199,19328.97471910949
200,19204.10184002254
201,18577.92710891841
202,18637.028748317298
203,18744.794478734035
204,18645.69228821621
205,18692.9689175606
206,18587.995401197655
207,19068.777476186704
208,18304.311646296697
209,18575.478904376927
210,19722.64859087838
211,20034.292953527034
212,20036.34502466834
213,19762.500988684387
214,19501.993084112626
215,19139.84134052743
216,19713.60227102745
217,18994.91422413165
218,18995.205926498467
219,19198.6704943345
220,19647.372111167726
221,19221.534219237874
222,20640.166052265213
223,20314.96528443426
224,20874.090720059517
225,20839.484466705
226,20632.232468676793
227,22181.900649830848
228,21770.89538065828
229,21453.783359423705
230,21643.030952014004
231,21550.965395798485
232,21782.39385106018
233,21545.93457235071
234,21819.795229348903
235,21471.6822370769
236,21244.715195296034
237,21124.244328226752
238,20852.57613675483
239,20919.059531629973
240,20932.85460461228
241,21255.746789398876
242,21793.521971004782
243,21952.00920976884
244,21851.207992227264
245,21409.93252516365
246,21398.563430525173
247,21503.965459782612
248,21462.02354395312
249,20778.0851931816
250,21056.76573748611
251,20593.555732125926
252,20711.588615599914
253,20685.84481317163
254,20722.06746321518
255,20714.004021982357
256,20627.26027928785
257,20610.56807689032
258,20598.60533978567
259,20364.550306875775
260,20414.17427283764
261,20070.778437353427
262,19126.59013212862
263,19605.15613432159
264,19287.48990247932
265,19537.543488485975
266,19125.81296989953
267,19304.829050470053
268,19864.462004853445
269,19919.432186176615
270,19656.890563021447
271,19060.044414206015
