,open,high,low,close,volume,Log_Return
1999-12-31,146.8437,147.5,146.25,146.875,3172700.0,0.0015971897223167424
2000-01-03,148.25,148.25,143.875,145.4375,8164300.0,-0.009835443835912939
2000-01-04,143.5312,144.0625,139.6406,139.75,8089800.0,-0.03989132902730197
2000-01-05,139.9375,141.5312,137.25,140.0,12177900.0,0.0017873105740956587
2000-01-06,139.625,141.5,137.75,137.75,6227200.0,-0.016201974576280486
2000-01-07,140.3125,145.75,140.0625,145.75,8066500.0,0.056452377197577966
2000-01-10,146.25,146.9062,145.0312,146.25,5741700.0,0.0034246608813641747
2000-01-11,145.8125,146.0937,143.5,144.5,7503700.0,-0.01203797855947898
2000-01-12,144.5937,144.5937,142.875,143.0625,6907700.0,-0.00999790983970135
2000-01-13,144.4687,145.75,143.2812,145.0,5158300.0,0.01345214470778904
2000-01-14,146.5312,147.4687,145.9687,146.9687,7437300.0,0.013485896516311671
2000-01-18,145.3437,146.625,145.1875,145.8125,6488500.0,-0.007898089155237254
2000-01-19,145.3125,147.0,145.0,147.0,6157900.0,0.008111036997087498
2000-01-20,146.9687,146.9687,143.8125,144.75,5800100.0,-0.015424470325631639
2000-01-21,145.5,145.5,144.0625,144.4375,6244800.0,-0.00216122841850518
2000-01-24,145.6562,145.8437,139.4062,140.3437,7896900.0,-0.028752474014743082
2000-01-25,140.5156,141.9375,139.0,141.9375,9942500.0,0.01129240584592079
2000-01-26,141.0,141.5468,140.0937,140.8125,5158100.0,-0.007957601673314088
2000-01-27,141.8437,142.2187,138.125,140.25,10922700.0,-0.004002673789657556
2000-01-28,139.4375,140.0625,135.5312,135.875,11916200.0,-0.031691198961432236
2000-01-31,135.8125,139.6718,135.0,139.5625,10768700.0,0.026777184159003063
2000-02-01,139.75,141.6875,138.5312,140.9375,8419900.0,0.009804000096620835
2000-02-02,141.2812,142.25,140.375,141.0625,6205900.0,0.000886524880757052
2000-02-03,140.875,143.25,140.0,143.1875,7997500.0,0.01495190563595991
2000-02-04,143.1875,144.0,142.125,142.5937,4925400.0,-0.004155632732604181
2000-02-07,142.5625,142.7812,141.4375,142.375,5845800.0,-0.0015349057137638963
2000-02-08,143.9687,144.5625,143.625,144.3125,4936400.0,0.013516665347367824
2000-02-09,144.4687,144.4687,141.2656,141.2812,8511500.0,-0.021228856523901586
2000-02-10,141.625,142.5625,140.875,141.5625,6690600.0,0.0019890850865406946
2000-02-11,141.8437,141.9375,138.0312,138.6875,9849800.0,-0.020518114984540446
2000-02-14,139.7812,139.7812,138.3125,139.5,8528800.0,0.005841400568607633
2000-02-15,139.25,141.2187,137.7968,141.0781,11078300.0,0.011249036479593234
2000-02-16,140.375,140.9375,138.7968,139.0,8845400.0,-0.014839704610321788
2000-02-17,140.4375,140.4375,138.2187,138.2812,7584200.0,-0.005184640070374637
2000-02-18,138.875,138.875,134.625,135.3125,9409200.0,-0.02170237486350819
2000-02-22,135.1875,136.3437,133.5312,134.9687,16415400.0,-0.0025440184920270835
2000-02-23,135.625,137.4687,134.5,136.5625,12119000.0,0.01173948558512742
2000-02-24,136.6875,137.0312,133.0937,133.8125,17375000.0,-0.020342818940007754
2000-02-25,135.1875,136.7187,133.125,133.3281,10559900.0,-0.0036265586803305677
2000-02-28,133.375,136.6875,132.7187,136.125,13397800.0,0.0207605735835537
2000-02-29,136.0625,137.4375,135.75,137.4375,8242500.0,0.009595687061855335
2000-03-01,137.625,139.0,137.2187,138.4375,6868000.0,0.007249691924474876
2000-03-02,138.6875,139.125,137.3437,138.5312,7600200.0,0.0006766107764139363
2000-03-03,140.4375,141.7187,139.7187,141.125,12770300.0,0.018550451453957267
2000-03-06,140.8125,141.3437,138.75,139.75,11967100.0,-0.009790910434617528
2000-03-07,140.0,140.1562,135.2187,137.0468,20062000.0,-0.01953263870165798
2000-03-08,136.4687,137.8437,135.0312,136.875,11808500.0,-0.0012543727627852856
2000-03-09,137.25,140.875,136.125,140.875,5500900.0,0.02880487178917506
2000-03-10,140.1875,142.0,139.5312,140.125,7924600.0,-0.005338090967616353
2000-03-13,136.6875,140.4687,135.6875,138.5937,10540500.0,-0.01098825021506469
2000-03-14,139.2812,140.0937,136.1562,136.625,8263900.0,-0.014306684680556615
2000-03-15,136.875,140.4375,136.0625,139.8125,10300800.0,0.02306229275364571
2000-03-16,141.625,146.8437,140.875,146.3437,25601400.0,0.04565572547208043
2000-03-17,145.8125,148.0,145.4375,146.9375,10272900.0,0.004049361577859618
2000-03-20,146.875,147.3437,144.7812,146.1875,12502300.0,-0.005117281955890449
2000-03-21,145.5312,149.75,144.5,149.1875,13612600.0,0.020313859754651116
2000-03-22,149.5625,150.8437,148.6875,150.0937,8260000.0,0.006055861640863365
2000-03-23,149.1562,153.4687,149.1562,152.6562,11654500.0,0.016928568403925533
2000-03-24,152.875,155.75,151.7187,153.5625,11462900.0,0.005919316137559878
2000-03-27,153.375,153.7812,151.8125,151.9375,8798600.0,-0.010638398205055754
2000-03-28,151.25,152.9843,150.5937,151.0625,6334400.0,-0.005775593612640389
2000-03-29,151.5625,152.4843,149.6562,151.2187,6747500.0,0.0010334748830078888
2000-03-30,150.1562,151.9218,147.125,148.6875,9491900.0,-0.01688034528353312
2000-03-31,149.625,152.3125,148.4375,150.375,9249100.0,0.011285386231666607
2000-04-03,150.125,151.25,148.6875,151.25,8508200.0,0.005801922616107939
2000-04-04,151.75,153.0,141.3906,150.125,19585500.0,-0.007465816510803229
2000-04-05,147.875,150.8125,147.625,149.1875,8387200.0,-0.0062643763010988085
2000-04-06,150.25,151.6875,149.0,150.4843,6378500.0,0.008654855711405784
2000-04-07,151.5625,152.125,150.5,151.4375,6023600.0,0.006314238766289968
2000-04-10,151.75,153.1093,150.3125,150.8437,9624200.0,-0.003928797184854261
2000-04-11,150.0,151.625,148.375,150.4062,9006400.0,-0.002904567321556648
2000-04-12,150.375,151.1562,146.1562,146.2812,10779200.0,-0.02780883737735411
2000-04-13,147.4687,148.1562,143.7812,144.25,12225800.0,-0.013982891304770602
2000-04-14,142.625,142.8125,133.5,136.0,29604000.0,-0.058893019652156896
2000-04-17,135.1875,140.75,134.6875,140.75,23918200.0,0.03433038128374774
2000-04-18,140.5625,144.4687,139.7812,144.4687,11069200.0,0.026077608073030455
2000-04-19,144.5,145.125,142.5312,143.125,6553700.0,-0.009344500784326049
2000-04-20,143.5625,143.9375,142.375,143.8125,8537600.0,0.00479199348708048
2000-04-24,141.5,143.3125,140.5,142.25,12893100.0,-0.010924294789144393
2000-04-25,144.625,148.1562,144.4375,148.1562,14102000.0,0.040681049614350706
2000-04-26,147.9687,148.75,146.0,146.4843,7711100.0,-0.011348867141982412
2000-04-27,143.0,147.3437,143.0,146.0,15595300.0,-0.0033116337704721405
2000-04-28,147.0,147.8593,145.0625,145.0937,8743400.0,-0.006226881092981977
2000-05-01,146.5625,148.4843,145.8437,147.0625,7328300.0,0.013477925872226704
2000-05-02,145.5,147.125,144.125,144.125,9411900.0,-0.020176687898358157
2000-05-03,144.0,144.0,139.7812,140.75,12630700.0,-0.023695711569423353
2000-05-04,142.0,142.3593,140.75,141.8125,5963600.0,0.007520495520260687
2000-05-05,141.0625,144.0,140.9375,143.5312,7862400.0,0.01204667062975159
2000-05-08,142.75,143.375,141.8437,142.4531,5064100.0,-0.007539610440922052
2000-05-09,143.0625,143.4062,140.2656,141.3125,5620300.0,-0.008039072690701449
2000-05-10,140.5,140.9687,137.75,138.125,10293900.0,-0.0228146777661714
2000-05-11,140.125,141.5,139.125,141.2812,7091100.0,0.022593158318795218
2000-05-12,141.8125,143.4687,141.625,142.8125,5960800.0,0.010780350497711208
2000-05-15,142.75,145.6093,142.0,145.2812,4441300.0,0.017138593642240716
2000-05-16,146.5625,147.7187,145.3125,146.6875,8192200.0,0.00963329888047763
2000-05-17,145.6875,146.1875,144.4687,145.1562,5907200.0,-0.010494069619493862
2000-05-18,145.625,146.3125,143.375,143.375,4325600.0,-0.012346828542213554
2000-05-19,142.5625,143.2343,140.4062,141.125,6518400.0,-0.01581755297970864
2000-05-22,141.25,141.4687,137.0,140.0625,10839400.0,-0.007557270908680283
2000-05-23,140.4375,140.8125,137.5625,138.0,7979200.0,-0.014835066403941029
2000-05-24,138.0,140.6875,136.5,140.25,11081500.0,0.016172859245600968
2000-05-25,140.6875,141.8125,137.7187,137.8437,8278900.0,-0.01730610982719803
2000-05-26,138.8125,139.6875,137.3281,138.0,4814000.0,0.0011332505815970762
2000-05-30,140.0,142.9375,139.4687,142.5,5362700.0,0.03208831455150045
2000-05-31,142.5625,144.0,142.0937,142.8125,6056500.0,0.0021905813798186818
2000-06-01,143.6875,145.4375,143.0,145.3125,8961600.0,0.017354014693151572
2000-06-02,148.9375,149.0937,147.4843,147.8437,8962200.0,0.017269038854804283
2000-06-05,147.4687,148.2187,146.875,147.125,6998100.0,-0.0048730690560388635
2000-06-06,146.625,147.7812,145.9062,146.4687,4858900.0,-0.004470811827265468
2000-06-07,146.625,148.0,146.0,147.4843,4919500.0,0.006909975683522055
2000-06-08,147.5,147.75,146.0625,146.9062,5723100.0,-0.003927441565467623
2000-06-09,147.5,147.9687,145.625,146.5937,3085300.0,-0.0021294734212176313
2000-06-12,146.9687,146.9687,144.875,144.875,3678900.0,-0.011793512790096399
2000-06-13,144.8125,147.75,144.625,147.5937,6558700.0,0.018591926668685078
2000-06-14,148.25,148.875,147.1875,147.8437,6420500.0,0.0016924063078787499
2000-06-15,148.125,148.75,146.8437,148.1562,5881200.0,0.002111487984311316
2000-06-16,148.3125,148.3125,145.875,146.5937,5567900.0,-0.010602308170778797
2000-06-19,146.4687,149.1562,146.25,148.4687,5106900.0,0.012709347165919871
2000-06-20,148.1875,148.875,147.0,147.9375,6480000.0,-0.00358427434172936
2000-06-21,146.9375,148.4375,146.8906,147.875,3115000.0,-0.0004225649756519002
2000-06-22,147.5625,147.6875,145.0,145.625,7490500.0,-0.015332497978585852
2000-06-23,145.8125,146.125,143.875,144.375,4863300.0,-0.008620743043906975
2000-06-26,145.375,146.25,144.875,146.2343,5201300.0,0.012796048646087754
2000-06-27,145.9843,146.7187,145.0156,145.1562,4159500.0,-0.007399725930397516
2000-06-28,145.625,146.9843,145.3125,145.5625,5347700.0,0.00279514365281129
2000-06-29,144.75,145.75,143.5156,144.1875,6345700.0,-0.009491011710587298
2000-06-30,143.9375,145.5937,143.8906,145.2812,7420200.0,0.00755663879679214
2000-07-03,145.4375,147.4375,145.1875,147.2812,1436600.0,0.013672509906655429
2000-07-05,146.375,146.6562,144.375,144.625,2748200.0,-0.018199499123579484
2000-07-06,144.9375,146.4687,144.2187,145.75,5963200.0,0.007748639716761098
2000-07-07,146.6875,148.7812,146.25,148.0937,3034800.0,0.015952356313231886
2000-07-10,147.875,148.9062,147.5312,147.8437,2816100.0,-0.0016895469073538983
2000-07-11,147.4687,149.125,147.1562,148.1562,5431600.0,0.002111487984311316
2000-07-12,149.2812,150.125,148.6875,149.125,5883000.0,0.0065177577972891435
2000-07-13,149.9843,150.375,149.1875,149.7812,5356000.0,0.004390682121614556
2000-07-14,150.4375,151.25,149.6718,151.25,5341900.0,0.009758534371256117
2000-07-17,150.9843,151.9843,150.6875,151.0,4208300.0,-0.001654260096026465
2000-07-18,150.625,150.625,149.3437,149.7656,4262100.0,-0.008208431622356023
2000-07-19,149.4687,149.9062,148.25,148.5625,8506800.0,-0.008065660072155548
2000-07-20,149.0,150.625,148.8125,150.625,4538900.0,0.013787559124506807
2000-07-21,149.75,149.75,147.6875,147.6875,5656900.0,-0.019694749297792885
2000-07-24,148.125,148.8593,146.5625,146.8437,5628500.0,-0.005729799142073651
2000-07-25,147.75,147.8437,146.7812,147.3125,4757100.0,0.00318742489129684
2000-07-26,146.9687,147.1562,145.6406,145.875,12062500.0,-0.009806090089629784
2000-07-27,145.9375,146.625,144.6875,145.375,7652600.0,-0.003433479767891519
2000-07-28,145.7187,145.9062,141.5156,142.0937,6229500.0,-0.022829911693967007
2000-07-31,142.9375,144.125,142.0625,143.0,5265500.0,0.0063579311150457965
2000-08-01,143.625,144.7187,143.125,143.875,3946600.0,0.0061002367821393535
2000-08-02,143.875,145.4062,143.625,144.5937,7439800.0,0.004982873268754338
2000-08-03,142.875,145.8125,142.625,145.5937,4607100.0,0.006892125284875375
2000-08-04,146.3125,146.7187,145.4062,146.375,3686600.0,0.005351956322205048
2000-08-07,146.7187,148.4375,146.375,148.125,4159800.0,0.011884689971514114
2000-08-08,147.5,148.8125,147.5,148.6875,3658700.0,0.003790276173780827
2000-08-09,149.1406,149.2187,147.375,147.4375,5383800.0,-0.0084424308952827
2000-08-10,147.5312,147.8593,146.2812,146.7187,4193400.0,-0.004887209113387493
2000-08-11,146.625,148.0,145.5625,147.4062,5089400.0,0.00467489323132819
2000-08-14,147.7812,149.5625,147.0625,149.2812,2966700.0,0.012639734366098962
2000-08-15,149.3437,149.8125,148.5625,149.1562,5564600.0,-0.0008376966647594872
2000-08-16,149.3125,149.9375,147.8437,148.625,5191600.0,-0.003567723976228083
2000-08-17,148.6875,150.4375,148.3437,150.1875,5652200.0,0.010458158485741812
2000-08-18,150.375,150.375,149.2187,149.6875,4626400.0,-0.003334725891453274
2000-08-21,150.0312,150.7187,149.4062,150.5,2380600.0,0.005413296583696004
2000-08-22,150.5625,151.3125,150.0937,150.25,3075300.0,-0.001662510773613414
2000-08-23,149.8125,151.2812,149.2812,150.8437,5483200.0,0.003943627976573364
2000-08-24,151.1562,151.5,150.5,151.3125,4529000.0,0.003103033306387008
2000-08-25,151.1562,151.625,150.9375,151.25,2822200.0,-0.0004131377873263841
2000-08-28,151.25,152.9062,151.25,151.7656,5518700.0,0.003403128404009889
2000-08-29,151.4375,151.875,150.9062,151.7968,3561900.0,0.00020555905546836052
2000-08-30,151.3125,151.5,150.3437,150.3437,3964800.0,-0.009618778041947999
2000-08-31,151.0625,153.0937,150.9062,152.3437,4863100.0,0.013215146098558141
2000-09-01,153.25,153.5937,152.0,152.5,3191200.0,0.0010254436204273454
2000-09-05,151.875,152.2031,150.8125,151.2812,3470800.0,-0.008024239417778235
2000-09-06,151.1875,151.9531,149.5312,149.5625,4322200.0,-0.011425990961096082
2000-09-07,150.25,151.0781,149.8281,150.8437,4265500.0,0.008529835723298148
2000-09-08,150.2812,150.5,149.3281,149.8125,3518200.0,-0.006859689197287145
2000-09-11,149.75,151.1875,148.6875,149.5937,3937500.0,-0.0014615598404391352
2000-09-12,149.75,150.25,148.4375,148.5,4769100.0,-0.007337994111409601
2000-09-13,148.0,149.3437,147.6562,148.8906,7691600.0,0.002626849837258046
2000-09-14,149.875,149.9375,148.1562,149.6406,3397100.0,0.005024611014989994
2000-09-15,148.1875,148.25,146.0,146.0,4085700.0,-0.024629797386665937
2000-09-18,146.375,146.9687,144.2031,144.6562,5109300.0,-0.009246729123860141
2000-09-19,145.125,146.3125,144.7031,145.9687,6588200.0,0.009032322578775766
2000-09-20,145.6875,146.0312,143.1562,144.8906,6508100.0,-0.0074132402666575265
2000-09-21,144.4687,145.5625,142.625,142.6875,5972300.0,-0.015322050606580198
2000-09-22,142.625,145.3125,142.4218,145.2812,7791300.0,0.0180142504407504
2000-09-25,145.9375,146.0625,143.7187,144.25,9726300.0,-0.007123269342555694
2000-09-26,144.375,145.0,142.4062,142.4062,5302400.0,-0.012864368032299693
2000-09-27,143.5625,143.9687,142.125,143.1562,7186200.0,0.005252804462326825
2000-09-28,143.1875,146.3281,142.8906,145.0,7036400.0,0.012797400602338268
2000-09-29,145.4687,145.9687,143.625,143.625,9333600.0,-0.009528006251654696
2000-10-02,144.2812,144.9062,143.1406,143.8437,5517800.0,0.0015215572491430096
2000-10-03,144.5312,145.75,142.2812,142.5,9347200.0,-0.009385293709357596
2000-10-04,142.875,144.25,141.75,143.6875,6148900.0,0.008298802814695064
2000-10-05,143.4062,144.8437,143.3125,144.1875,4566900.0,0.003473733410572176
2000-10-06,143.875,144.6406,139.75,141.0625,10014900.0,-0.021911481356218013
2000-10-09,141.3125,141.3125,139.375,140.0,4508000.0,-0.0075606319684501985
2000-10-10,140.0937,141.25,137.6875,137.6875,6104700.0,-0.016655798046742408
2000-10-11,137.625,138.625,135.125,136.5312,10346000.0,-0.008433464627445077
2000-10-12,137.2812,137.5937,132.7812,133.125,12336900.0,-0.025264623471427296
2000-10-13,132.9375,137.6562,132.875,137.5625,11778800.0,0.03278982282299097
2000-10-16,137.4062,138.2343,136.6875,138.1875,5659000.0,0.004533099330984736
2000-10-17,138.4375,138.5625,134.4062,134.75,7831700.0,-0.02519024882855852
2000-10-18,132.625,136.125,130.1562,134.25,10897300.0,-0.00371747640013242
2000-10-19,136.8437,139.4531,136.4375,139.3125,8767300.0,0.037015877757113444
2000-10-20,138.375,141.1875,138.375,139.9062,7373500.0,0.004252586912912114
2000-10-23,139.9375,141.0312,138.9375,140.5312,5290000.0,0.004457330119167315
2000-10-24,140.9687,141.9375,139.0,139.5937,5750700.0,-0.006693467808064108
2000-10-25,138.75,139.5625,136.125,136.3125,9137600.0,-0.023786016408255086
2000-10-26,137.125,137.6562,134.0312,136.6875,9345800.0,0.002747254475138702
2000-10-27,137.875,139.2812,136.625,139.2812,9762900.0,0.01879761272391332
2000-10-30,138.4375,141.0937,138.1562,140.5312,10154100.0,0.008934617017266859
2000-10-31,141.0156,143.6875,140.0625,142.9531,7752400.0,0.01708707625918031
2000-11-01,142.25,143.25,141.2187,142.4687,6753600.0,-0.0033942779778505946
2000-11-02,143.1562,143.9062,142.5156,142.7031,11395100.0,0.0016439216836195937
2000-11-03,143.4687,143.75,142.375,142.7812,5187100.0,0.0005471404343312107
2000-11-06,143.1562,144.2968,143.0312,143.7812,4042500.0,0.006979311027745305
2000-11-07,143.1406,144.0,142.5625,143.75,5231300.0,-0.00021701992773287678
2000-11-08,144.0625,144.0625,140.5625,140.5625,6123300.0,-0.02242344995792538
2000-11-09,140.0,141.2187,137.25,140.0312,10635300.0,-0.003786974796337163
2000-11-10,139.0,139.4687,136.5312,136.625,8569500.0,-0.024625308426494637
2000-11-13,135.625,136.9843,133.0156,135.5625,17285300.0,-0.0078071579096094445
2000-11-14,137.4687,139.625,137.0,139.125,7668900.0,0.02594002100861567
2000-11-15,139.0625,140.1093,137.75,139.5625,8837700.0,0.0031397200046678463
2000-11-16,138.5781,139.875,137.3125,137.375,6684100.0,-0.015798116876591176
2000-11-17,137.3125,139.0,135.75,136.6406,6551100.0,-0.005360291592463911
2000-11-20,135.75,136.375,134.3125,134.6875,5458500.0,-0.01439684083325455
2000-11-21,134.875,136.1875,133.5156,135.375,7684300.0,0.005091425023087667
2000-11-22,134.3437,134.875,132.125,132.1406,5736900.0,-0.024182198091007197
2000-11-24,133.625,134.9687,133.625,134.8437,3411600.0,0.020249822688049063
2000-11-27,136.4687,136.6875,135.3125,136.0312,5992000.0,0.008767941271706499
2000-11-28,135.125,136.5937,133.6406,133.6875,5336100.0,-0.017379284347278656
2000-11-29,134.375,135.9062,133.2656,133.4375,6914100.0,-0.0018717834196807367
2000-11-30,132.5,133.5,129.75,132.2812,11201600.0,-0.008703243684336207
2000-12-01,133.1875,134.0625,131.0,132.2187,7587200.0,-0.000472589979529213
2000-12-04,131.875,133.875,131.5,133.3437,6996600.0,0.008472635658419457
2000-12-05,134.875,138.25,134.4062,137.7187,8883400.0,0.032283193565926786
2000-12-06,137.7812,138.3437,135.0312,135.5156,12888000.0,-0.0161264361392295
2000-12-07,134.875,135.875,133.6562,133.6562,6529100.0,-0.013815931511073907
2000-12-08,137.0625,139.4687,133.875,133.9687,10276300.0,0.0023353592436930635
2000-12-11,137.375,139.5625,136.7187,138.625,6405600.0,0.03416625509371705
2000-12-12,138.1875,138.8125,137.375,138.0312,5022900.0,-0.0042926991106090485
2000-12-13,139.25,139.4062,136.0312,136.1406,6070500.0,-0.013791571321974847
2000-12-14,135.875,136.5,134.0312,134.4062,7678400.0,-0.012821617260516716
2000-12-15,133.125,133.125,130.5625,130.9687,9065300.0,-0.025908194622618855
2000-12-18,132.0625,133.4687,131.7656,132.7187,7235400.0,0.013273487422142202
2000-12-19,132.4687,134.9687,130.0156,130.0156,9616600.0,-0.020577407520795378
2000-12-20,128.625,128.9375,126.0937,126.25,9994300.0,-0.029390375100689252
2000-12-21,126.0,128.8593,125.5312,127.125,14331500.0,0.0069067862132548225
2000-12-22,129.0,131.1093,128.8437,130.9375,10182900.0,0.029549255747732806
2000-12-26,130.8437,132.3437,130.2812,132.3437,4665300.0,0.010682216365885913
2000-12-27,131.75,133.7343,131.25,133.3125,4854100.0,0.007293669749226526
2000-12-28,132.8125,133.875,132.5937,133.7187,8358700.0,0.003042343466311253
2000-12-29,134.0625,134.2812,131.1875,131.1875,8774600.0,-0.019110742117028772
2001-01-02,132.0,132.1562,127.5625,128.8125,8737500.0,-0.018269738930173914
2001-01-03,128.3125,136.0,127.6562,135.0,19431600.0,0.04691691978775166
2001-01-04,134.9375,135.4687,133.0,133.5468,9219000.0,-0.01082280023280264
2001-01-05,133.4687,133.625,129.1875,129.1875,12911400.0,-0.033187140763639704
2001-01-08,129.875,130.1875,127.6875,130.1875,6625300.0,0.0077108815792036964
2001-01-09,131.0468,131.5,129.4218,129.8437,5702400.0,-0.0026442996096617717
2001-01-10,129.0,132.125,128.8125,132.125,8746100.0,0.01741702477887284
2001-01-11,131.0937,133.4843,131.0937,132.25,7245100.0,0.0009456265480070302
2001-01-12,132.6875,133.7187,131.2812,132.0,7244000.0,-0.0018921481520379265
2001-01-16,132.0,133.1875,131.5156,132.8437,8542200.0,0.0063713265905942645
2001-01-17,134.8437,135.0468,132.6406,133.4531,7851400.0,0.00457685607779864
2001-01-18,133.4375,135.7031,132.9375,134.7812,8107000.0,0.00990261762180256
2001-01-19,136.1875,136.1875,133.875,134.0156,7782500.0,-0.005696511791246145
2001-01-22,134.25,135.7812,133.5625,134.9062,7050900.0,0.006623511042611503
2001-01-23,134.4687,136.6562,134.1562,135.9687,8463100.0,0.007844990061398448
2001-01-24,136.25,137.3125,135.8437,136.375,6199900.0,0.002983731963904777
2001-01-25,136.25,137.25,135.6562,136.0312,10818300.0,-0.0025241729633319033
2001-01-26,135.1562,136.125,134.4531,135.875,7136800.0,-0.0011489257485294883
2001-01-29,135.5,136.9,135.37,136.6,6705900.0,0.0053216016953161974
2001-01-30,136.3,137.92,135.79,137.8,7069100.0,0.008746411442868671
2001-01-31,137.4,138.7,136.6,137.02,9706900.0,-0.005676458004805191
2001-02-01,137.1,137.95,136.25,137.93,8239100.0,0.006619409512675455
2001-02-02,137.4,137.99,134.75,134.8,8276600.0,-0.02295411160922179
2001-02-05,134.8,135.94,134.75,135.79,4352900.0,0.007317376232496442
2001-02-06,135.3,136.7,135.22,135.39,7106700.0,-0.00295007220368389
2001-02-07,134.72,135.4,133.68,134.69,5748700.0,-0.005183660896295948
2001-02-08,134.8,135.4,133.1,133.12,5943300.0,-0.011724864537825026
2001-02-09,133.35,133.35,131.26,131.84,9913000.0,-0.009661910911736859
2001-02-12,131.7,133.5,131.7,133.35,5804400.0,0.011388184466861542
2001-02-13,133.7,134.17,132.0,132.26,6587600.0,-0.008207568381507036
2001-02-14,132.65,132.65,130.66,132.06,8400100.0,-0.0015133174800909836
2001-02-15,132.84,133.52,131.99,133.34,5929800.0,0.009645892423488714
2001-02-16,131.0,131.29,129.3,130.4,6434900.0,-0.02229560769736132
2001-02-20,131.04,131.14,128.1,128.39,5760000.0,-0.015534142889560416
2001-02-21,127.9,128.84,125.5,125.62,10910800.0,-0.021811029576757388
2001-02-22,126.35,126.54,123.02,125.81,21281600.0,0.0015113553368048638
2001-02-23,125.08,125.54,121.8,124.96,20173000.0,-0.006779146271663794
2001-02-26,125.8,127.62,124.5,127.62,11503700.0,0.021063412348825004
2001-02-27,126.8,127.84,125.51,126.44,11415000.0,-0.009289211092783942
2001-02-28,126.75,126.84,123.27,123.95,14825800.0,-0.019889628866217427
2001-03-01,124.05,124.6,121.75,124.6,14672000.0,0.005230347872153202
2001-03-02,122.5,125.65,122.3,123.61,12564300.0,-0.007977158453620911
2001-03-05,124.15,124.78,123.81,124.74,5293200.0,0.009100123198244683
2001-03-06,126.35,127.75,125.49,126.08,6917000.0,0.010685055011592563
2001-03-07,126.9,127.04,125.76,126.98,6371700.0,0.0071129676327349204
